"RepoRelPath","Extension","SizeBytes","SHA256","Purpose","Contents","CategoryLabel","EvidenceType","FailureExplanation","SourcePath","ExtractOrFull","Notes"
"extracts/05_misc/2026-01-29__July-30-25-O3-2__analysis__001.md",".md","511","B31433C7536697F1454A2E7BEAE91812307CFF45FD3744053CE0E989CF5BF828","Evidence extract (misc/analysis) documenting a failure or relevance; General diagnostics discussion; no concrete proof evidence.","Metadata header + excerpt from the source file.","misc","analysis","General diagnostics discussion; no concrete proof evidence.","MUST_Review/chats/ChatGPT/July-30-25-O3-2.md","extract",""
"extracts/05_misc/2026-01-29__July-30-25-O3-ordinal-toolki-review__analysis__001.md",".md","523","BF2C51FD16B44520D5A4B1A388892D0625A545C1EBC6D247EB40CC60267F3A0B","Evidence extract (misc/analysis) documenting a failure or relevance; Planning response to review multiple documents; no proof evidence.","Metadata header + excerpt from the source file.","misc","analysis","Planning response to review multiple documents; no proof evidence.","MUST_Review/chats/ChatGPT/July-30-25-O3-ordinal-toolki-review.md","extract",""
"extracts/05_misc/2026-01-29__July-30-25-O3-Pro__analysis__001.md",".md","521","BE80E902EA96EDBFA11F18F08BC5753686799C78DE653A13F79AA25B23B1A1BE","Evidence extract (misc/analysis) documenting a failure or relevance; High-level plan for ??decrease proofs without concrete derivations.","Metadata header + excerpt from the source file.","misc","analysis","High-level plan for ??decrease proofs without concrete derivations.","MUST_Review/chats/ChatGPT/July-30-25-O3-Pro.md","extract",""
"extracts/05_misc/2026-01-29__july-30-O3-3-ordinal-toolki__screenshot__001.md",".md","501","0ED16267882521DB3F5758B07E8D04CE609E68A501902A3734F9E9100835CEBC","Evidence extract (misc/reference) documenting a failure or relevance; Screenshot of ordinal toolkit lemma list and signatures.","Metadata header + excerpt from the source file.","misc","reference","Screenshot of ordinal toolkit lemma list and signatures.","MUST_Review/chats/ChatGPT/july-30-O3-3-ordinal-toolki.png","extract",""
"extracts/05_misc/2026-01-29__K06_Complete_Guide__html__001.md",".md","482","DDD95D63A7FD347756AF54B31F7ABB325E6509601D01CC2BA8ED94E5DB8C92BC","Evidence extract (misc/documentation) documenting a failure or relevance; Documentation export.","Metadata header + excerpt from the source file.","misc","documentation","Documentation export.","MUST_Review/Docs/K06_Complete_Guide.html","extract",""
"extracts/05_misc/2026-01-29__Kernel__html__001.md",".md","498","8946EF04D98BF5C6D2D93AC76424E88676A1FBE346A3B8C570FA71367FAFF483","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/Kernel.pdf","extract",""
"extracts/05_misc/2026-01-29__kernel_analysis__analysis__002.md",".md","61156","39F20AF5221FFD430F19CE09F6D93DE09CA6D528FA9325251290164F01DBECB7","Evidence extract (misc/analysis) documenting a failure or relevance; Duplicate of FRV2-0070.","Metadata header + excerpt from the source file.","misc","analysis","Duplicate of FRV2-0070.","MUST_Review/kernel_analysis.md","extract",""
"extracts/05_misc/2026-01-29__Kernel_Documentation__html__001.md",".md","530","5B04999DE2380BC73BA2574C9A730E3B662DEE715306354A1C1A9CD394F5D903","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/Kernel_Documentation.pdf","extract",""
"extracts/05_misc/2026-01-29__Kernel_Documentation__summary__001.md",".md","535","748F8F521473CFA70FE2A8E6412C311B51C10640BB5294ADC71DD736F84AEBB4","Evidence extract (misc/documentation) documenting a failure or relevance; Duplicate of FRV2-0250.","Metadata header + excerpt from the source file.","misc","documentation","Duplicate of FRV2-0250.","MUST_Review/Kernel_Documentation.md","extract",""
"extracts/05_misc/2026-01-29__KO7_Math__summary__001.md",".md","921","39A7E879A8ED970AAC1012159C2F4FDCCD002BE4A672F08F3AD049BFD1F366A1","Evidence extract (misc/analysis) documenting a failure or relevance; Reference or planning document; not a proof artifact.","Metadata header + excerpt from the source file.","misc","analysis","Reference or planning document; not a proof artifact.","MUST_Review/KO7_Math.md","extract",""
"extracts/05_misc/2026-01-29__KO7_Normalizer_Technical_Evaluation_and_Analysis__summary__001.md",".md","1345","0C03B67AA683A165D93EFCECF1E49C4E27EC4E4C640548523FAD5CADC73C08A8","Evidence extract (misc/reference) documenting a failure or relevance; Background research memo; not a proof artifact.","Metadata header + excerpt from the source file.","misc","reference","Background research memo; not a proof artifact.","MUST_Review/important_2/Research/KO7_Normalizer_Technical_Evaluation_and_Analysis.md","extract",""
"extracts/05_misc/2026-01-29__KO7_Rewrite_Calculus_Fundamental_Limitations_of_Operator_Only_Systems__summary__001.md",".md","1286","B066110736709C3435D5D6C5A5CCD7CBEC8E85CB874938D167AFC71FA1D6C074","Evidence extract (misc/reference) documenting a failure or relevance; Background research memo; not a proof artifact.","Metadata header + excerpt from the source file.","misc","reference","Background research memo; not a proof artifact.","MUST_Review/important_2/Research/KO7_Rewrite_Calculus_Fundamental_Limitations_of_Operator-Only_Systems.md","extract",""
"extracts/05_misc/2026-01-29__ko7_snippets__summary__001.md",".md","1056","36C3DE591056282E822CF98B8A28B01BE2760264B4FEAF56DEFA2FB14DB82E4A","Evidence extract (misc/reference) documenting a failure or relevance; Duplicate of FRV2-0363.","Metadata header + excerpt from the source file.","misc","reference","Duplicate of FRV2-0363.","MUST_Review/ko7_snippets.txt","extract",""
"extracts/05_misc/2026-01-29__latest_solution__analysis__001.md",".md","39826","A7A0E480A73BEF49DD61965390A964752696CA0C400B29FA12BE4F5621C574FB","Evidence extract (misc/analysis) documenting a failure or relevance; Design/triage notes; not direct failure evidence.","Metadata header + excerpt from the source file.","misc","analysis","Design/triage notes; not direct failure evidence.","MUST_Review/MetaMD_Archive/latest_solution.md","extract",""
"extracts/05_misc/2026-01-29__Latest_Updates__summary__001.md",".md","756","2F57F7B0FF67E5F4DC450F193F6EC57113B7CE2C37067268E6EEFFC039A2B410","Evidence extract (misc/pdf) documenting a failure or relevance; Duplicate of FRV2-0563.","Metadata header + excerpt from the source file.","misc","pdf","Duplicate of FRV2-0563.","MUST_Review/Latest Updates copy.pdf","extract",""
"extracts/05_misc/2026-01-29__LiteLLM-Vertex-Cloudflare-Cursor-Guide__summary__001.md",".md","550","2FDFCDC51730F463BA64A3909E78F569DB7EFA00FABE189614320EB4AA67D880","Evidence extract (misc/guide) documenting a failure or relevance; Infrastructure setup guide.","Metadata header + excerpt from the source file.","misc","guide","Infrastructure setup guide.","MUST_Review/Docs/LiteLLM-Vertex-Cloudflare-Cursor-Guide.md","extract",""
"extracts/05_misc/2026-01-29__llm_flaw__analysis__001.md",".md","713","087FAB290E47A65C3E37083E8458AAB6A1063CF2BA425C7FD9A15F031F74D2A2","Evidence extract (misc/prompt) documenting a failure or relevance; Handover prompt with unverified build claims.","Metadata header + excerpt from the source file.","misc","prompt","Handover prompt with unverified build claims.","MUST_Review/Docs/llm_flaw.md","extract",""
"extracts/05_misc/2026-01-29__llm_flaw__summary__001.md",".md","1970","CFFF4F8A015208125CD12F41A066843C6EE4540A2413A4161878468978386416","Evidence extract (misc/analysis) documenting a failure or relevance; Duplicate of FRV2-0572.","Metadata header + excerpt from the source file.","misc","analysis","Duplicate of FRV2-0572.","MUST_Review/llm_flaw copy.JPG","extract",""
"extracts/05_misc/2026-01-29__llm_flaw_2__summary__001.md",".md","1972","94588E2AE77A282800CB9A2E1C84D4FD3C30EF785B670187CAEBFA99DEDC792F","Evidence extract (misc/analysis) documenting a failure or relevance; Duplicate of FRV2-0576.","Metadata header + excerpt from the source file.","misc","analysis","Duplicate of FRV2-0576.","MUST_Review/llm_flaw_2 copy.JPG","extract",""
"extracts/05_misc/2026-01-29__local_stack_overview__summary__001.md",".md","622","197345B506598DF656CFE82A35C62AFD916D830FAA121455DC4B331C8EB85A11","Evidence extract (misc/documentation) documenting a failure or relevance; Infrastructure diagram; not a proof artifact.","Metadata header + excerpt from the source file.","misc","documentation","Infrastructure diagram; not a proof artifact.","MUST_Review/Docs/diagrams/local_stack_overview.mmd","extract",""
"extracts/05_misc/2026-01-29__LOCAL_STACK_SETUP__summary__001.md",".md","493","590FC7162C32D02E171FDC4F25D254939F3DA5BAD53850EAD7FDE8B200A0B31D","Evidence extract (misc/guide) documenting a failure or relevance; Local environment setup guide.","Metadata header + excerpt from the source file.","misc","guide","Local environment setup guide.","MUST_Review/Docs/LOCAL_STACK_SETUP.md","extract",""
"extracts/05_misc/2026-01-29__MASTER_CONSOLIDATION_DOSSIER_2_html__summary__001.md",".md","781","7ABEE64AAC63A7A62181940ED5773D30A1DB567A648B4D9009F375B1CFE9060E","Evidence extract (misc/pdf) documenting a failure or relevance; Duplicate of FRV2-0579.","Metadata header + excerpt from the source file.","misc","pdf","Duplicate of FRV2-0579.","MUST_Review/MASTER CONSOLIDATION DOSSIER (2).html copy.pdf","extract",""
"extracts/05_misc/2026-01-29__math_docs__analysis__002.md",".md","4793","A814128917E743F868A34048D2FE55ECBF626946FD5F41F5E5B26ACE46D1CDD4","Evidence extract (misc/analysis) documenting a failure or relevance; Documentation claims some files are green; not direct evidence.","Metadata header + excerpt from the source file.","misc","analysis","Documentation claims some files are green; not direct evidence.","MUST_Review/MetaMD_Archive/math_docs.md","extract",""
"extracts/05_misc/2026-01-29__math_docs__summary__001.md",".md","838","7A204D9144EAD51CCADCEC066E5D603BF0ED962D4B33E24304B51B5A756EC6FC","Evidence extract (misc/documentation) documenting a failure or relevance; Duplicate of FRV2-0364.","Metadata header + excerpt from the source file.","misc","documentation","Duplicate of FRV2-0364.","MUST_Review/math_docs copy.md","extract",""
"extracts/05_misc/2026-01-29__Meta__definitions__001.md",".md","3452","ADFC93D2A2B5EAB5AEE9D9E9ECC284596EB0EA675DF8F01A0E69BACDB2F37482","Evidence extract (misc/documentation) documenting a failure or relevance; Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\Meta.lean.","Metadata header + excerpt from the source file.","misc","documentation","Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\Meta.lean.","MUST_Review/Meta_Lean_Archive/Meta.lean","extract",""
"extracts/05_misc/2026-01-29__Meta__definitions__002.md",".md","2840","4056524AF688B7CAE5A1036D82C7B00D732EDA57E5CE2534B62A877FBF68D601","Evidence extract (misc/analysis) documenting a failure or relevance; Definitions only; no termination proof or evidence.","Metadata header + excerpt from the source file.","misc","analysis","Definitions only; no termination proof or evidence.","MUST_Review/MetaMD_Archive/Meta.md","extract",""
"extracts/05_misc/2026-01-29__Meta__html__001.md",".md","492","10D55BDA7C35BD6AC3350D896FFF8F8A0BFF57881C8F95B0E0AE2AB13051F6B0","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/Meta.pdf","extract",""
"extracts/05_misc/2026-01-29__Meta_CodeBundle_Other_Methods__summary__001.md",".md","752","4B8D355E0F0599EA34F8EE8CA992F4AF8C4FFA87D87D17CC90995BCA29EAEDAA","Evidence extract (misc/analysis) documenting a failure or relevance; Reference or planning document; not a proof artifact.","Metadata header + excerpt from the source file.","misc","analysis","Reference or planning document; not a proof artifact.","MUST_Review/Meta_CodeBundle_Other_Methods.md","extract",""
"extracts/05_misc/2026-01-29__Meta_CodeBundle_Primary__summary__001.md",".md","724","C0CA15DEFCDDB5C7542A9893ABB8861B293CE9585740CAD13AFE2BFA089416D0","Evidence extract (misc/analysis) documenting a failure or relevance; Reference or planning document; not a proof artifact.","Metadata header + excerpt from the source file.","misc","analysis","Reference or planning document; not a proof artifact.","MUST_Review/Meta_CodeBundle_Primary.md","extract",""
"extracts/05_misc/2026-01-29__Meta_Directory_Analysis__analysis__001.md",".md","670","65DCF2E6E8C646411177C714F8EB1B2AF24BB6837F0E7F4E3376A58D96C2E38C","Evidence extract (misc/analysis) documenting a failure or relevance; Duplicate of FRV2-0240.","Metadata header + excerpt from the source file.","misc","analysis","Duplicate of FRV2-0240.","MUST_Review/Meta_Directory_Analysis.md","extract",""
"extracts/05_misc/2026-01-29__Methodological_Overview_for_Strong_Normalization_Proof__summary__001.md",".md","785","4578F61C9FEC06579FCFB8CC008C4FC1FA5B86E5604EC2E027108B57DF872928","Evidence extract (misc/documentation) documenting a failure or relevance; Methodology narrative and AI-style guidance; no checked proof.","Metadata header + excerpt from the source file.","misc","documentation","Methodology narrative and AI-style guidance; no checked proof.","MUST_Review/Docs/Methodological Overview for Strong Normalization Proof.pdf","extract",""
"extracts/05_misc/2026-01-29__Methodological_Overview_for_Strong_Normalization_Proof_1__summary__001.md",".md","1237","EE84A3A68FA0E4D1A2B003E6DBD565E8474210750956FA0C6CB9FA7A4A277599","Evidence extract (misc/reference) documenting a failure or relevance; Background research memo; not a proof artifact.","Metadata header + excerpt from the source file.","misc","reference","Background research memo; not a proof artifact.","MUST_Review/important_2/Research/Methodological_Overview_for_Strong_Normalization_Proof_(1).md","extract",""
"extracts/05_misc/2026-01-29__Model_and_reasoning_list__summary__001.md",".md","3482","DAF164203A0CF717C567929DC4B1C9220BE34AEB0DFA3CCA64C00B935E55D6C5","Evidence extract (misc/reference) documenting a failure or relevance; Background research memo; not a proof artifact.","Metadata header + excerpt from the source file.","misc","reference","Background research memo; not a proof artifact.","MUST_Review/important_2/Research/Model_and_reasoning_list.md","extract",""
"extracts/05_misc/2026-01-29__more-cursor__summary__001.md",".md","670","3FFC410BD250E9D0976E8CE766AAAB542CDC9D0ACFBB7E680DC477F5DA9BDF50","Evidence extract (misc/commentary) documenting a failure or relevance; Narrative critique of AI suggestion patterns.","Metadata header + excerpt from the source file.","misc","commentary","Narrative critique of AI suggestion patterns.","MUST_Review/chats/more-cursor.md","extract",""
"extracts/05_misc/2026-01-29__mpo_solution__summary__001.md",".md","819","E7ED5D7A45FA53BA77B5C46797E4D9FE74B3ADD65C79CC514A854CACB37B0A71","Evidence extract (misc/analysis) documenting a failure or relevance; Abstract MPO sketch not tied to actual kernel symbols.","Metadata header + excerpt from the source file.","misc","analysis","Abstract MPO sketch not tied to actual kernel symbols.","MUST_Review/chats/mpo_solution.md","extract",""
"extracts/05_misc/2026-01-29__MuCore__bridge__001.md",".md","1298","963202F1CE31DA336ADA11596B7BECF9402799722F285DFACEBFD1360F795392","Evidence extract (misc/documentation) documenting a failure or relevance; Bridge file delegates ? lemmas to MetaSN/Termination (no new proofs).","Metadata header + excerpt from the source file.","misc","documentation","Bridge file delegates ? lemmas to MetaSN/Termination (no new proofs).","MUST_Review/Legacy/Meta_Lean_Archive/MuCore.lean","extract",""
"extracts/05_misc/2026-01-29__multiple-models__analysis__001.md",".md","605","6D06A8A453F78ACC26BFDF3EE0271E1E4B06A41991C0E646C1CF6C7E7ADD210D","Evidence extract (misc/analysis) documenting a failure or relevance; Explains routing without verification.","Metadata header + excerpt from the source file.","misc","analysis","Explains routing without verification.","MUST_Review/AI-Model-Test/multiple-models.md","extract",""
"extracts/05_misc/2026-01-29__Normalize__html__001.md",".md","507","D8DF29D3640E34068716ED6F043305B0638684E0E84FE5A983C16011AB30D08D","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/Normalize.pdf","extract",""
"extracts/05_misc/2026-01-29__Normalize_Safe_Bundle__wrap__001.md",".md","1198","ED64D56A860341D11773D07AF94F0F392FFD61F8DAB3CCB8E86119144EFB5CFC","Evidence extract (misc/documentation) documenting a failure or relevance; Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\Normalize_Safe_Bundle.lean.","Metadata header + excerpt from the source file.","misc","documentation","Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\Normalize_Safe_Bundle.lean.","MUST_Review/Meta_Lean_Archive/Normalize_Safe_Bundle.lean","extract",""
"extracts/05_misc/2026-01-29__o3__analysis__001.md",".md","649","28D8FEE67D85E43DE446EDFF495F7D4D5B3F66F91918EE0C758478137AC132C6","Evidence extract (misc/analysis) documenting a failure or relevance; Duplicate of primary entry.","Metadata header + excerpt from the source file.","misc","analysis","Duplicate of primary entry.","MUST_Review/chats/exports/chatgpt-moses-mina/o3.md","extract",""
"extracts/05_misc/2026-01-29__o3_assessment__summary__001.md",".md","755","85BEF5B2D99F38EE3B5FFE659F0FB84BF918401F1F6AA1EE3551E9AD4C6E73B1","Evidence extract (misc/pdf) documenting a failure or relevance; Duplicate of FRV2-0591.","Metadata header + excerpt from the source file.","misc","pdf","Duplicate of FRV2-0591.","MUST_Review/o3-assessment copy.pdf","extract",""
"extracts/05_misc/2026-01-29__O3_PRO_1__summary__001.md",".md","750","98D01F7881AEBEF9AA5270B442A3CE33FD95272F3ABEB7DE7EEB5559CA6644D3","Evidence extract (misc/pdf) documenting a failure or relevance; Duplicate of FRV2-0601.","Metadata header + excerpt from the source file.","misc","pdf","Duplicate of FRV2-0601.","MUST_Review/O3_PRO_1 copy.pdf","extract",""
"extracts/05_misc/2026-01-29__O3_PRO_2__summary__001.md",".md","750","A9B3FA89410056669E0A3434398AD1616C1D51E4898C9B7F57AE259354301A32","Evidence extract (misc/pdf) documenting a failure or relevance; Duplicate of FRV2-0603.","Metadata header + excerpt from the source file.","misc","pdf","Duplicate of FRV2-0603.","MUST_Review/O3_PRO_2 copy.pdf","extract",""
"extracts/05_misc/2026-01-29__O3_supplement__summary__001.md",".md","755","B9972C614F080DD85615D5FB5CB3CB34CEA697BC4BD8D471E0D72B5179131437","Evidence extract (misc/pdf) documenting a failure or relevance; Duplicate of FRV2-0609.","Metadata header + excerpt from the source file.","misc","pdf","Duplicate of FRV2-0609.","MUST_Review/O3_supplement copy.pdf","extract",""
"extracts/05_misc/2026-01-29__O3-Moment__analysis__001.md",".md","951","666522A8B6C79690A8291F877DDCE4A2C6914C25C6F0797053966B410DC9BAF4","Evidence extract (misc/analysis) documenting a failure or relevance; Post-mortem emphasizes measure drop across rec_succ rule.","Metadata header + excerpt from the source file.","misc","analysis","Post-mortem emphasizes measure drop across rec_succ rule.","MUST_Review/chats/O3-Moment.md","extract",""
"extracts/05_misc/2026-01-29__O3-Pro__html__001.md",".md","484","E5C4839FBDFF3FFC9DB0F4D3BC16247A68381AAA5CFBF98CA9CADA74A0B5B4B1","Evidence extract (misc/documentation) documenting a failure or relevance; Documentation export.","Metadata header + excerpt from the source file.","misc","documentation","Documentation export.","MUST_Review/Docs/O3-Pro.html","extract",""
"extracts/05_misc/2026-01-29__O3-Pro-29-10-25__analysis__001.md",".md","1973","B25C7306101646455FC3F496AB82A4B4E4F294541446FCE738F417C653481D9E","Evidence extract (misc/analysis) documenting a failure or relevance; Critique says impossibility claims overreach; multiset orders can orient rec_succ.","Metadata header + excerpt from the source file.","misc","analysis","Critique says impossibility claims overreach; multiset orders can orient rec_succ.","MUST_Review/chats/O3-Pro-29-10-25.md","extract",""
"extracts/05_misc/2026-01-29__o4_support__analysis__001.md",".md","560","94425A5398EBB88EDB90F64A6E54D2FD37167E73A64971E56C6A07C6DE705268","Evidence extract (misc/docx) documenting a failure or relevance; Duplicate of FRV2-0242.","Metadata header + excerpt from the source file.","misc","docx","Duplicate of FRV2-0242.","MUST_Review/o4_support.docx","extract",""
"extracts/05_misc/2026-01-29__open-gdrive__screenshot__001.md",".md","631","39C432B3F36801DC2E735EBD7128412378236338B0D76A30D318B6DED19FE919","Evidence extract (misc/screenshot) documenting a failure or relevance; Screenshot of connector settings (Google Drive) showing permissions/actions.","Metadata header + excerpt from the source file.","misc","screenshot","Screenshot of connector settings (Google Drive) showing permissions/actions.","MUST_Review/AI-Model-Test/open-gdrive.png","extract",""
"extracts/05_misc/2026-01-29__Operational_Incompleteness_Roadmap__roadmap__001.md",".md","595","5D9D2C892AAD610289353DEB2C85279E747C3A4F6C6C32A446C2399A8B7A9A72","Evidence extract (misc/roadmap) documenting a failure or relevance; Duplicate of FRV2-0413.","Metadata header + excerpt from the source file.","misc","roadmap","Duplicate of FRV2-0413.","MUST_Review/Operational_Incompleteness_Roadmap copy.md","extract",""
"extracts/05_misc/2026-01-29__Operational_Incompleteness_Roadmap__summary__001.md",".md","793","F42A30A5356E9C76EC4C0A2375318D1B01F9AF4F1E9111DF4CBDF0BB38296C89","Evidence extract (misc/guide) documenting a failure or relevance; Guidance or index document; not a proof artifact.","Metadata header + excerpt from the source file.","misc","guide","Guidance or index document; not a proof artifact.","MUST_Review/Operational_Incompleteness_Roadmap.md","extract",""
"extracts/05_misc/2026-01-29__Operator_Centric_Foundations__html__001.md",".md","600","66F30CAB4739C2F373D5B1A599F81817CF3FA4BFC479F3BA04C6767C01A058DB","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/Operator_Centric_Foundations.pdf","extract",""
"extracts/05_misc/2026-01-29__Operator_Centric_Foundations_of_Godelian_Incompleteness__html__001.md",".md","593","097D572ED752287488FB525C020F2DE8891C7D0C4630B2CA5552F26F1F0C2EEF","Evidence extract (misc/documentation) documenting a failure or relevance; Documentation export.","Metadata header + excerpt from the source file.","misc","documentation","Documentation export.","MUST_Review/Docs/Operator_Centric_Foundations_of_Godelian_Incompleteness.html","extract",""
"extracts/05_misc/2026-01-29__Operator_Centric_Godelian_Incompleteness__analysis__001.md",".md","747","31C474CDB530223B61855A0AEA1CE2848E4B8B354349107A1F070FB843FA0F0A","Evidence extract (misc/draft_paper) documenting a failure or relevance; Duplicate of FRV2-0241.","Metadata header + excerpt from the source file.","misc","draft_paper","Duplicate of FRV2-0241.","MUST_Review/Operator Centric Foundations of Godelian Incompleteness.md","extract",""
"extracts/05_misc/2026-01-29__Operator_Proceduralism_Draft_Paper_3__draft__001.md",".md","573","82CCF5EFE8652BDE864C63185BD5B7F652B2D5015AF18A2EC282DF0AAE87368D","Evidence extract (misc/draft_paper) documenting a failure or relevance; Duplicate of FRV2-0422.","Metadata header + excerpt from the source file.","misc","draft_paper","Duplicate of FRV2-0422.","MUST_Review/Operator_Proceduralism_Draft_Paper_(3).md","extract",""
"extracts/05_misc/2026-01-29__Operator_Proceduralism_Draft_Paper_3__summary__001.md",".md","598","8D15D9623E355CC3AC2DACAE87CCA3409780D56280FE84119A913F37A7C78FB9","Evidence extract (misc/pdf) documenting a failure or relevance; Duplicate of FRV2-0617.","Metadata header + excerpt from the source file.","misc","pdf","Duplicate of FRV2-0617.","MUST_Review/Operator Proceduralism Draft Paper (3) copy.pdf","extract",""
"extracts/05_misc/2026-01-29__Operator_Trace_Calculus__summary__001.md",".md","1126","1D48E9D84B01BE5CE225C3DD9B20DDD7F7B1861A7E8C82F160ED657DD841F0C0","Evidence extract (misc/pdf) documenting a failure or relevance; Duplicate of FRV2-0619.","Metadata header + excerpt from the source file.","misc","pdf","Duplicate of FRV2-0619.","MUST_Review/Operator Trace Calculus copy.pdf","extract",""
"extracts/05_misc/2026-01-29__OperatorCentricFoundationsofGodelianIncompleteness__html__001.md",".md","588","14A0A0076F16DA5B4C84A53EEEC17ECDBD6130BA0540552D7D041E25C1EF4921","Evidence extract (misc/documentation) documenting a failure or relevance; Documentation export.","Metadata header + excerpt from the source file.","misc","documentation","Documentation export.","MUST_Review/Docs/OperatorCentricFoundationsofGodelianIncompleteness.html","extract",""
"extracts/05_misc/2026-01-29__OperatorKernelO6_Complete_Lean_Documentation__html__001.md",".md","612","6FB13691872854AF6716C38E5FF6EFC51CC4A93025EF03D8B4B46DDDEB8ED8F1","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/OperatorKernelO6_Complete_Lean_Documentation.pdf","extract",""
"extracts/05_misc/2026-01-29__OperatorKernelO6_Paper_Guide__summary__001.md",".md","648","CA9066947A1FC2048B8C872BBBC14A67DCF843A20A969D679CA8469E95C113EF","Evidence extract (misc/guide) documenting a failure or relevance; Guidance or index document; not a proof artifact.","Metadata header + excerpt from the source file.","misc","guide","Guidance or index document; not a proof artifact.","MUST_Review/OperatorKernelO6_Paper_Guide.md","extract",""
"extracts/05_misc/2026-01-29__ordinal_toolkit__summary__001.md",".md","1730","5E4B50AFE0307B5533464CFD352AD13C46B34EC93664F6C563CB93AB872A456D","Evidence extract (misc/analysis) documenting a failure or relevance; Reference or planning document; not a proof artifact.","Metadata header + excerpt from the source file.","misc","analysis","Reference or planning document; not a proof artifact.","MUST_Review/ordinal-toolkit.md","extract",""
"extracts/05_misc/2026-01-29__ordinal-toolkit__html__001.md",".md","559","D4A0E34F172B599AC6D193A46CEC0DC851E8BBCB8F665B3A832F576BB3AC7881","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/ordinal-toolkit.pdf","extract",""
"extracts/05_misc/2026-01-29__OTC_Draft__draft__001.md",".md","518","A8BF495088E2D34421B56950CF5D49D6349347D747013B33D22FFE62399C738D","Evidence extract (misc/draft_paper) documenting a failure or relevance; Duplicate of FRV2-0420.","Metadata header + excerpt from the source file.","misc","draft_paper","Duplicate of FRV2-0420.","MUST_Review/OTC_Draft.md","extract",""
"extracts/05_misc/2026-01-29__OTC_Draft__summary__001.md",".md","751","4D14F24790E52DE6C9C96C95CC7B4297BE729E7D24EFFFFE30DDEC2F15980056","Evidence extract (misc/pdf) documenting a failure or relevance; Duplicate of FRV2-0631.","Metadata header + excerpt from the source file.","misc","pdf","Duplicate of FRV2-0631.","MUST_Review/OTC_Draft copy.pdf","extract",""
"extracts/05_misc/2026-01-29__OTC_Hand_Off_Blueprint__roadmap__001.md",".md","616","2A87761C4D6D5D448053190D6DCBD62B0DF6B1D9CA5A22833A469FD3F3D96180","Evidence extract (misc/roadmap) documenting a failure or relevance; Duplicate of FRV2-0421.","Metadata header + excerpt from the source file.","misc","roadmap","Duplicate of FRV2-0421.","MUST_Review/OTC_Hand_Off_Blueprint.md","extract",""
"extracts/05_misc/2026-01-29__OTC_Hand_Off_Blueprint__summary__001.md",".md","766","F3C8D28E9D992570DD3A9F63B71A1CA2281F71B78EB99D84B3429B1C85DCB62A","Evidence extract (misc/guide) documenting a failure or relevance; Duplicate of FRV2-0629.","Metadata header + excerpt from the source file.","misc","guide","Duplicate of FRV2-0629.","MUST_Review/OTC Hand‑Off Blueprint copy.pdf","extract",""
"extracts/05_misc/2026-01-29__paper_code_xref__summary__001.md",".md","578","62222510663FCD62E6745DF934E1235C1804988D0B61A0F67A4AAFFE3C5618D8","Evidence extract (misc/analysis) documenting a failure or relevance; Reference or planning document; not a proof artifact.","Metadata header + excerpt from the source file.","misc","analysis","Reference or planning document; not a proof artifact.","MUST_Review/paper_code_xref.md","extract",""
"extracts/05_misc/2026-01-29__Patch2025_08_10__code__001.md",".md","1697","7AB41B34E5282D784A675DEC10E68F9ABE3CDF89E5DFE94034567B004B69083C","Evidence extract (misc/code) documenting a failure or relevance; Duplicate of FRV2-0080.","Metadata header + excerpt from the source file.","misc","code","Duplicate of FRV2-0080.","MUST_Review/important_2/Patch2025_08_10.md","extract",""
"extracts/05_misc/2026-01-29__Patch2025_08_10__compat__001.md",".md","2035","78D1CA5E089368189C970E6C31032F45D9AE94889F79A314DED76774A5B44AB2","Evidence extract (misc/documentation) documenting a failure or relevance; Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\Patch2025_08_10.lean.","Metadata header + excerpt from the source file.","misc","documentation","Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\Patch2025_08_10.lean.","MUST_Review/Meta_Lean_Archive/Patch2025_08_10.lean","extract",""
