"RelPath","FullName","Extension","SizeBytes","LastWriteTime","TopLevel","SHA256"
"chats\SN_Final_Diags.md","chats/SN_Final_Diags.md",".md","5439","08/18/2025 01:27:54","chats","478457F74850744814483C0CE4C2CBBD4634EEF9C3FCA7F2E96F045FF325362D"
"chats\sonnet-4.5-not-possible-then-proof.md","chats/sonnet-4.5-not-possible-then-proof.md",".md","5905","10/30/2025 21:43:36","chats","E88AA0B73C060BBCC3F2EC454896BFE09FC2E2ED679CE8B145E341587D2A95CB"
"chats\strict_analysis.md","chats/strict_analysis.md",".md","4582","10/30/2025 20:08:26","chats","70EF29E94F33E913B86C437E2DABBB8A27463EBF3A11420CC2DA58728DDEC2AA"
"chats\termination_analysis.md","chats/termination_analysis.md",".md","8603","10/30/2025 19:46:41","chats","BC98920569504E428F4B68F18B31C33EB633499C30E8DF5A89064FB7CFD01DE0"
"chats\tricking-lean-ordinal.png","chats/tricking-lean-ordinal.png",".png","181197","10/23/2025 03:34:26","chats","384BE859667CBD4779C5327F4E5C2E4F395566DF1AB5B2E46FC7F45862CEF7C1"
"chats\triple_measure_summary.md","chats/triple_measure_summary.md",".md","2140","10/30/2025 19:48:07","chats","8719D979A56D2E4897C2DB6D4C6CCEF60A824898F9733531A2AD54343B05B64B"
"chats\ChatGPT\july-29-O3-3-attachment-recc-2.png","chats/ChatGPT/july-29-O3-3-attachment-recc-2.png",".png","124357","11/02/2025 06:29:07","chats","BBD8185B7FB4AF770D48F253D8D3FC3243E073CE6F98550F10DBC4C1FC6D6D0A"
"chats\ChatGPT\july-29-O3-3-attachment-recc-3.png","chats/ChatGPT/july-29-O3-3-attachment-recc-3.png",".png","134403","11/02/2025 06:29:16","chats","37E8D5C331D629CB4F01DCB79063290EA02D16396407F63975E75B7BCB033301"
"chats\ChatGPT\july-29-O3-3-attachment-recc-erros-remain.png","chats/ChatGPT/july-29-O3-3-attachment-recc-erros-remain.png",".png","96759","11/02/2025 06:30:35","chats","2C6ED72E8750D20F82ABF0DE9EE6CCB0CD6B579261D0F4CAF7C48319A4DE8C30"
"chats\ChatGPT\july-29-O3-3-attachment-recc.png","chats/ChatGPT/july-29-O3-3-attachment-recc.png",".png","54810","11/02/2025 05:25:17","chats","E94BECF1D092AF2593B1315D432EEC2E21CDB7146C7AE7BC296D753BAF762BCA"
"chats\ChatGPT\july-29-O3-3-WE CAN WALYS DEFINE-1.png","chats/ChatGPT/july-29-O3-3-WE CAN WALYS DEFINE-1.png",".png","111969","11/02/2025 06:32:07","chats","9DBB013A5515595C4FC370B42F09ECCCDED71C0006FCA90E84F74D2A36A66B1E"
"chats\ChatGPT\july-29-O3-attachment-2.png","chats/ChatGPT/july-29-O3-attachment-2.png",".png","57136","11/02/2025 05:12:17","chats","1223B8393623C3B714B979844A13FA908267A105E66DA0E705F9E9416A615DA8"
"chats\ChatGPT\july-29-O3-attachment-first.png","chats/ChatGPT/july-29-O3-attachment-first.png",".png","228367","11/02/2025 05:09:27","chats","3AE20C7FD0C7900F8B1F49AE5CA97F0E5B6CE4A44E132DE70C5E3FBE59006D10"
"chats\ChatGPT\July-30-25-O3-2.md","chats/ChatGPT/July-30-25-O3-2.md",".md","35784","11/02/2025 05:20:35","chats","C560C97860EB13F90C58A36D3286048CA36BFF3815015C86218F0C81B7CBFF9A"
"chats\ChatGPT\July-30-25-O3-3.md","chats/ChatGPT/July-30-25-O3-3.md",".md","31851","11/02/2025 05:24:45","chats","02A28D23972D6E8A8F723D475F036055EE6E1BD013149F11CE2A408B068403CC"
"chats\ChatGPT\July-30-25-O3-Ordinal-toolit-diag-long.md","chats/ChatGPT/July-30-25-O3-Ordinal-toolit-diag-long.md",".md","376691","11/02/2025 05:34:37","chats","45B6B03A6DC95D6A73C93578BB4D9D5F82C81863AEBCD0043C8B174DED739BE6"
"chats\ChatGPT\July-30-25-O3-ordinal-toolki-review.md","chats/ChatGPT/July-30-25-O3-ordinal-toolki-review.md",".md","85105","11/02/2025 05:44:59","chats","0101C12062854359F2EE379D9C955E7602FC7A29FF68A9CB5885B603ED27EF26"
"chats\ChatGPT\July-30-25-O3-ordinal-toolkit-lemmas.png","chats/ChatGPT/July-30-25-O3-ordinal-toolkit-lemmas.png",".png","122459","11/02/2025 05:40:28","chats","0CA5092059CB9D81355AF3BF15ED0DEC6FC74B43B082E87DAC76DA7DFE6013E1"
"chats\ChatGPT\July-30-25-O3-Pro-mu_recc_succ_error.png","chats/ChatGPT/July-30-25-O3-Pro-mu_recc_succ_error.png",".png","102188","11/02/2025 06:24:02","chats","ACF4302274C3752BFEDE450B30D2D7EB4BDDC868013B1624B9C8DFD6E9820CAD"
"chats\ChatGPT\July-30-25-O3-Pro.md","chats/ChatGPT/July-30-25-O3-Pro.md",".md","116477","11/02/2025 07:40:34","chats","3325440EF0E1F8888E2EC0D240D52E799CD023BB68D4F7224FED3D19136DBE5F"
"chats\ChatGPT\July-30-25-O3.md","chats/ChatGPT/July-30-25-O3.md",".md","63688","11/02/2025 05:20:47","chats","36C60DC0E012E58F76FB8005C425C107DB74FE9A52153896D4A87854DACDB6F4"
"chats\ChatGPT\july-30-O3-3-ordinal-toolki.png","chats/ChatGPT/july-30-O3-3-ordinal-toolki.png",".png","83554","11/02/2025 05:27:23","chats","2C31DD1FB7C7C0FE25A8F69A9C1A0428975B2CF655011F299B389913D1728329"
"chats\ChatGPT\july-30-O3-3-ordinal-toolkti-3.png","chats/ChatGPT/july-30-O3-3-ordinal-toolkti-3.png",".png","44802","11/02/2025 05:42:53","chats","6AA4F8D5EF97116B7A9513B1550D03088325173BE88BD3A6BC24908449A7BD78"
"chats\ChatGPT\july-30-O3-3-ordinal-toolkti-4.png","chats/ChatGPT/july-30-O3-3-ordinal-toolkti-4.png",".png","87142","11/02/2025 05:43:03","chats","63D3913181F4911D5BD52EC4A5F8B3A758ABF756619031169D9B9527AC61132F"
"chats\ChatGPT\july-30-O3-3-WE CAN WALYS DEFINE-2.png","chats/ChatGPT/july-30-O3-3-WE CAN WALYS DEFINE-2.png",".png","77765","11/02/2025 06:32:25","chats","7DBBE500B0EC2BC1E3A454C69C2CEEA67B5B141E797B8C765E20B291E95CC620"
"chats\exports\chatgpt-moses-mina\gpt5-thinking.md","chats/exports/chatgpt-moses-mina/gpt5-thinking.md",".md","45936","10/23/2025 04:35:26","chats","87810B5FE24604A92F1CDEDDF30DC0CEFA1AC919432E43393AFCA4E295FDABAC"
"chats\exports\chatgpt-moses-mina\o3.md","chats/exports/chatgpt-moses-mina/o3.md",".md","238001","11/01/2025 19:18:02","chats","E0155A5C784EACC06572EA2C9257DD7A5B5518E13B0EA63DB9D053E0FAF06100"
"chats\tests\27-10-25-codex-.md","chats/tests/27-10-25-codex-.md",".md","14211","10/22/2025 09:53:10","chats","9355124217EADD2CC1553EB72EB5A950DCD99384294E17D6FA89EB6DA8F9936C"
"chats\tests\gpt-5.2-1-28-2026.md","chats/tests/gpt-5.2-1-28-2026.md",".md","8127","01/28/2026 10:08:04","chats","077200CF22F881D17BAFBA0C6C3371F9D7B7DD24CC06013DBAF99DCA86D47A92"
"chats\tests\grok-4.1-1-28-2026.md","chats/tests/grok-4.1-1-28-2026.md",".md","3716","01/28/2026 09:53:21","chats","FC8BC8F452E801AF0E8DC149ED41F1585F13B4E153A0A8DE4CEBB3B066ADE4EC"
"chats\tests\kimi-k2-1-28-2026.md","chats/tests/kimi-k2-1-28-2026.md",".md","4315","01/28/2026 09:58:04","chats","23B090A6463E5861CEB6A24B9ACF555308DA29A75AF1994C076688109C2CD405"
"chats\tests\Sonar-1-28-2026.md","chats/tests/Sonar-1-28-2026.md",".md","2646","01/28/2026 09:47:28","chats","3F818F028E0A7168F9CAB820D1B0A45E02B8487F48757A11AE5FCC9BC6631793"
"Docs\A_Constructive_Ordinal_Skeleton.md","Docs/A_Constructive_Ordinal_Skeleton.md",".md","2667","08/20/2025 19:26:53","Docs","CBC7B2A651ED76EB6F3EC89008B75A0D484E92B0330ECC3233C5AB6673737B1A"
"Docs\Agent.html","Docs/Agent.html",".html","19004","08/18/2025 01:27:54","Docs","C3B7C5C5F1942FBFC8663E25F926A8191AFC79DE9BB08C6D657BE35361ACB30A"
"Docs\Agent.pdf","Docs/Agent.pdf",".pdf","111388","08/18/2025 01:27:54","Docs","1368C7D28468560D9F18717C6FBA7E33706BE2CC859AB5154255E4D58B3801F2"
"Docs\Arithmetic.html","Docs/Arithmetic.html",".html","7188","08/18/2025 01:27:54","Docs","2624282190A494B7B33F29CCB419305327ABC3D2666DBED693F0A889D2BED4BB"
"Docs\Arithmetic.pdf","Docs/Arithmetic.pdf",".pdf","32881","08/18/2025 01:27:54","Docs","4865D1E1F7D856D8172AF41F38C55EB770CFF79C79BB9B6913E711D2D6458581"
"Docs\C_Computable_Measure_Roadmap.md","Docs/C_Computable_Measure_Roadmap.md",".md","2614","08/20/2025 19:26:53","Docs","D413423EEAB44F3B355CC84B08CF2CCD7D7343ACA75F31B9AA14A62BA1C0B5B8"
"Docs\Chats.pdf","Docs/Chats.pdf",".pdf","192611","08/18/2025 01:27:54","Docs","181C040D4A9929AA37C6572769C14A27E9CF0EF3820672CF096B33C41497264F"
"Docs\Complement.html","Docs/Complement.html",".html","8270","08/18/2025 01:27:54","Docs","C268F166C694F9293B70FC5234270E34DBF6BDABA790B58BA2F88E40AE448DF2"
"Docs\Complement.pdf","Docs/Complement.pdf",".pdf","38345","08/18/2025 01:27:54","Docs","A754C6D6F8EF9E2300630EA35C8F073139A02C6A4725CBDE419BAEE50C6A18F3"
"Docs\Complete_Core_Documentation.html","Docs/Complete_Core_Documentation.html",".html","107623","08/18/2025 01:27:54","Docs","A36563253D523E9768FA586B7F1A9BF791916D6B943B06776BDFAD9140E85825"
"Docs\Complete_Core_Documentation.pdf","Docs/Complete_Core_Documentation.pdf",".pdf","593331","08/18/2025 01:27:54","Docs","94DACC90663048D157FF4F0B39E1FFE39843301815DEB8B91D1649C42DB669B3"
"Docs\Complete_Guide.html","Docs/Complete_Guide.html",".html","56053","08/18/2025 01:27:54","Docs","182C6D8574A9EB66EDE6DCA31D64CCBE0353E82BA76D258FD9ED9FFF1AE0FD51"
"Docs\Complete_Guide.pdf","Docs/Complete_Guide.pdf",".pdf","259676","08/18/2025 01:27:54","Docs","EDA0385441695819F816F7D9D44A14D7743E3437A850081B0AB49C55F34EADCD"
"Docs\Confluence.html","Docs/Confluence.html",".html","6643","08/18/2025 01:27:54","Docs","99FF8FEAC527569A69A2A20CC35C4786BD8D6BB444602F040AE7C8E8D272F667"
"Docs\Confluence.pdf","Docs/Confluence.pdf",".pdf","32447","08/18/2025 01:27:54","Docs","C57CB6117D5867120AF19832D6795B66F2E54C00B654D7B2150C13FE86704767"
"Docs\convert.ipynb","Docs/convert.ipynb",".ipynb","15141","08/18/2025 01:27:54","Docs","DBD4B6D9E8D47FD2B48E5400933B367B88383191E35D6540910BD9660D345809"
"Docs\Custom_Core_Documentation.html","Docs/Custom_Core_Documentation.html",".html","24958","08/18/2025 01:27:54","Docs","4E2DF87F7CB59EFA95DDE62C6B4C3B4CC800525D7213DA7CD4A455517C49562E"
"Docs\Custom_Core_Documentation.pdf","Docs/Custom_Core_Documentation.pdf",".pdf","152672","08/18/2025 01:27:54","Docs","C99175F1C25AAFEDCA276A1B59A57EA96045D13D3C8E12327AA81C6D8EB5CFCD"
"Docs\Custom_Selection_Combined.html","Docs/Custom_Selection_Combined.html",".html","93799","08/18/2025 01:27:54","Docs","0E3C03114933760D4648E1C9820D56847F84C0250AA579A9972A4076851F2B0A"
"Docs\DualLex_Counterexample.md","Docs/DualLex_Counterexample.md",".md","1070","08/18/2025 19:05:42","Docs","8FADDFDC503091CE7CB0526160C98598AD110414924C251B9B20C8BC6652BDE9"
"Docs\Equality.html","Docs/Equality.html",".html","8329","08/18/2025 01:27:54","Docs","1202482A7834562A6FA7D139A0E556F1842710D717C1B97639DE444F2985D105"
"Docs\Equality.pdf","Docs/Equality.pdf",".pdf","38384","08/18/2025 01:27:54","Docs","8352599CEE8DF2379ABD9882DCA141203F6FD479EE32B207CEDF57468476AAAB"
"Docs\FixedPoint.html","Docs/FixedPoint.html",".html","8050","08/18/2025 01:27:54","Docs","E112BED8AADEA4E7503E75CFC1A6715BCA7EF751B19AF982F464051E924161FE"
"Docs\FixedPoint.pdf","Docs/FixedPoint.pdf",".pdf","41703","08/18/2025 01:27:54","Docs","D51D8AEEBD240BB93A61E32583D4567C50CEE5FF598210348666B10E0A01616B"
"Docs\Godel.html","Docs/Godel.html",".html","11670","08/18/2025 01:27:54","Docs","633D3FFB7B8731A23050AA1A6E7FEB7FA49D78F78D9FABB0330E394D9144D39C"
"Docs\Godel.pdf","Docs/Godel.pdf",".pdf","50924","08/18/2025 01:27:54","Docs","1C266AF49BF1013EDF7979B48CFEDC8A5B281AE288D947D8343261A1D8F17F33"
"Docs\google_prompt.md","Docs/google_prompt.md",".md","2363","08/18/2025 01:27:54","Docs","2928A174C8E093DB9CAF1FAFE037F8F14A8A8A850AD0BB4118B7AEB0830308B3"
"Docs\handover_2.md","Docs/handover_2.md",".md","253078","08/19/2025 23:12:15","Docs","D8CC081722404BA5082D7979118507BAE73E5E70E527D94314BA8060687EF1CF"
"Docs\Hybrid_Termination.md","Docs/Hybrid_Termination.md",".md","3160","08/18/2025 01:27:54","Docs","19F2C05EAB2F3D0C6E27C62FEDE33A50BC5FA78C720A3F6728A62A7D8AA968AB"
"Docs\INDEX.md","Docs/INDEX.md",".md","1466","08/18/2025 20:57:51","Docs","A645E88E86E8B8EDB15A32B1D06D0A8E7F7B779E011F579D58C54505EBD8CEF2"
"Docs\K06_Complete_Guide.html","Docs/K06_Complete_Guide.html",".html","45298","08/18/2025 01:27:54","Docs","80A51800F60940B49CA63CBAD21266A6845464542A27E5385A666B961E21EAF8"
"Docs\Kernel_Documentation.html","Docs/Kernel_Documentation.html",".html","7849","08/18/2025 01:27:54","Docs","4054FBBFB8D37FC59A45F501819E8D675963D084763664DC0CBE4D4698CA4295"
"Docs\Kernel_Documentation.md","Docs/Kernel_Documentation.md",".md","1685","08/18/2025 01:27:54","Docs","DD00EB73B4179B3839D4644111674B6570A24C15866886A20DA324B76FD85C8E"
"Docs\Kernel_Documentation.pdf","Docs/Kernel_Documentation.pdf",".pdf","41972","08/18/2025 01:27:54","Docs","0E15A5D29C85A8F4ABFB6D5DCAED4871EF9D343EE3873EEA76FB12F37647B4F3"
"Docs\Kernel.html","Docs/Kernel.html",".html","7754","08/18/2025 01:27:54","Docs","6BDE64970AAD9DEBBB7B54A6440B76C70FD97FA459F71127596597232BF15F11"
"Docs\Kernel.pdf","Docs/Kernel.pdf",".pdf","37303","08/18/2025 01:27:54","Docs","A8A69C6083661974B076123CA084A9C1C8A687A50D71A85E0B364A3F01B68CC9"
"Docs\LiteLLM-Vertex-Cloudflare-Cursor-Guide.md","Docs/LiteLLM-Vertex-Cloudflare-Cursor-Guide.md",".md","18882","08/18/2025 01:27:54","Docs","FB3FBBCA078441D0089A05A0903318E905C517181B603A5D0A12390D61773B5A"
"Docs\llm_flaw.md","Docs/llm_flaw.md",".md","162344","08/19/2025 05:16:34","Docs","A7165257879CF29E2B9EEF65BAF3BD167A76FE9112086392971D96BAB1C750DC"
"Docs\LOCAL_STACK_SETUP.md","Docs/LOCAL_STACK_SETUP.md",".md","7873","08/26/2025 05:39:13","Docs","80350A126D4F6D1A88D5745D13B63CA7B9E53B03E5F8DCE137958FCBD78AB4D4"
"Docs\Meta.html","Docs/Meta.html",".html","8745","08/18/2025 01:27:54","Docs","AA91E9074929A6FB7D0A08E5ECFD982BCB3993CCB6EB0F0B2DC63DCCA1E55861"
"Docs\Meta.pdf","Docs/Meta.pdf",".pdf","39347","08/18/2025 01:27:54","Docs","CF84434DA6B2DE58748AC250104879B5D6CFA12C6B4703C190C775F0A4DE186D"
"Docs\Methodological Overview for Strong Normalization Proof.pdf","Docs/Methodological Overview for Strong Normalization Proof.pdf",".pdf","286140","08/18/2025 01:27:54","Docs","29919E2D44D68778242C4B58F5635033359C6105F755B4A687B64F76A9E1D41B"
"Docs\Normalize.html","Docs/Normalize.html",".html","10588","08/18/2025 01:27:54","Docs","AB393EB3CB7B6164DF68153920162C214CAE4A6CA69CA89126A056B9F314CAEE"
"Docs\Normalize.pdf","Docs/Normalize.pdf",".pdf","50166","08/18/2025 01:27:54","Docs","535CB5B9CA956E08B900679C6698839278EBB6A38E510073C4678EA5DB85FFEB"
"Docs\O3-Pro.html","Docs/O3-Pro.html",".html","123962","08/18/2025 01:27:54","Docs","CE3AC88CC69F89BA3156E5BA2D4FF1A75B0FE3BD810857A4E9EE4E15165E6712"
"Docs\Operator_Centric_Foundations_of_Godelian_Incompleteness.html","Docs/Operator_Centric_Foundations_of_Godelian_Incompleteness.html",".html","15579","08/18/2025 01:27:54","Docs","BD870D4B5C98E7CBEA61FE9A47AFCBD2DAA2AC202D7A5A8591839B17F87C3B19"
"Docs\Operator_Centric_Foundations.html","Docs/Operator_Centric_Foundations.html",".html","24490","08/18/2025 01:27:54","Docs","34B9EAA7DACCBB510C3603696C450EF3DFCAF62BECF9DF52BD157BCEE2AD4491"
"Docs\Operator_Centric_Foundations.pdf","Docs/Operator_Centric_Foundations.pdf",".pdf","125880","08/18/2025 01:27:54","Docs","0E8F9C9B4263D5940E5E0139382FBE8DFB6849AA1DEEFC655FE1B3F2A65E52EC"
"Docs\OperatorCentricFoundationsofGodelianIncompleteness.html","Docs/OperatorCentricFoundationsofGodelianIncompleteness.html",".html","16220","08/18/2025 01:27:54","Docs","6A017A26D47D192AC4A55CC9C9D16E543E33FCC849CBB6D8A5DDC550E80840B9"
"Docs\OperatorKernelO6_Complete_Lean_Documentation.html","Docs/OperatorKernelO6_Complete_Lean_Documentation.html",".html","6649","08/18/2025 01:27:54","Docs","9A57B05EE2A9D6FF19A3F2688249988262998A8FE7C787A127033D7E7ECB45E1"
"Docs\OperatorKernelO6_Complete_Lean_Documentation.pdf","Docs/OperatorKernelO6_Complete_Lean_Documentation.pdf",".pdf","26756","08/18/2025 01:27:54","Docs","D16435C8F906112C155BCE13F2DA8ABDE966AC27BDE362B89BDDFE6471CC9503"
"Docs\ordinal-toolkit.html","Docs/ordinal-toolkit.html",".html","25711","08/18/2025 01:27:54","Docs","A7B73EE8A2F7F874D8D28DF93DC06BA6DCDC8A629843DEEF0E97534FE7010F06"
"Docs\ordinal-toolkit.pdf","Docs/ordinal-toolkit.pdf",".pdf","148905","08/18/2025 01:27:54","Docs","15734FB68A4A3FA860ECB3B17BCBCAAB695E520FA48B22ACEF12E7537EE6DC95"
"Docs\ProofSystem.html","Docs/ProofSystem.html",".html","8206","08/18/2025 01:27:54","Docs","715DFD82436E7D5FD7C24CDA53E3F11AFADBDFC865492F0538A987B44BF952D2"
"Docs\ProofSystem.pdf","Docs/ProofSystem.pdf",".pdf","42049","08/18/2025 01:27:54","Docs","D2EAC625F4A3C1305FFE5F5F05AEFC30E3B749C4E72EB16981711ECB6AB94A5C"
"Docs\Termination Analysis - OperatorKernelO6.pdf","Docs/Termination Analysis - OperatorKernelO6.pdf",".pdf","607483","08/18/2025 01:27:54","Docs","E2B1DE3367D47AD9B6E7E01673093DFF10C933FAED20660C85DF86F15F7DF9B8"
"Docs\Termination_Companion.html","Docs/Termination_Companion.html",".html","30816","08/18/2025 01:27:54","Docs","3D7DB014D7CA58680BC2C91864EDDBDA3E75FF6EE334681F48DA23B703354AF2"
"Docs\Termination_Companion.pdf","Docs/Termination_Companion.pdf",".pdf","165955","08/18/2025 01:27:54","Docs","957BF060DA7EE2624192BE22F3ECA3C606A18574BCE7EB525486AE5290675CBC"
"Docs\Termination_Documentation.html","Docs/Termination_Documentation.html",".html","60412","08/18/2025 01:27:54","Docs","F787C04CA62B84DCADF7FEF218947CA7216DC0AFDEB1819E6270AF4DA5708B3C"
"Docs\Termination_Documentation.md","Docs/Termination_Documentation.md",".md","53260","08/18/2025 01:27:54","Docs","4F956FA79449EF526223FAB7CF999DC92E916D527B622F9910BEF5E80372D1EC"
"Docs\Termination_Documentation.pdf","Docs/Termination_Documentation.pdf",".pdf","261636","08/18/2025 01:27:54","Docs","4AA32B1D8F12A369A2F5709166BE15696A26C5A7D6AE4C3EB224A40D9ACFFBB5"
"Docs\Termination.html","Docs/Termination.html",".html","74684","08/18/2025 01:27:54","Docs","55C12132A532861706B4F53A6AB5248D656A41C3F8C77F10877C99C73FED46AA"
"Docs\Termination.pdf","Docs/Termination.pdf",".pdf","191756","08/18/2025 01:27:54","Docs","6542B62A703AFAB74BA467F66EF8C3601C0517BD2A63FBF35615EEE7A0E501C2"
"Docs\diagrams\local_stack_overview.mmd","Docs/diagrams/local_stack_overview.mmd",".mmd","1187","08/26/2025 01:52:13","Docs","E676DAAEDE368FBCCEC278EFCB432558576D23514B08DBCAD721C31030B55CEF"
"Gemeni-3-Test\2025-11-19-gemini-pro-3.md","Gemeni-3-Test/2025-11-19-gemini-pro-3.md",".md","194053","11/20/2025 06:15:06","Gemeni-3-Test","5562A73D5AC1AE0E5F879E0C97F4A5F81DE4C38E36BC54358DC9B53566B80139"
"Gemeni-3-Test\Analysis_of_Limitations_Paper_and_Warnings.md","Gemeni-3-Test/Analysis_of_Limitations_Paper_and_Warnings.md",".md","6831","11/20/2025 02:53:33","Gemeni-3-Test","94FF0FF90EB49E1FEEB8B7DE1C2CF6DDA460D0F8B5C56BFC7E841E2DDCAAD418"
"Gemeni-3-Test\Borrowed_Logic_Inventory.md","Gemeni-3-Test/Borrowed_Logic_Inventory.md",".md","3852","11/20/2025 02:22:03","Gemeni-3-Test","84F05278A63BC2C6061F4EEF665C4D50B12557CC08E682BDAFDCCAE1536ADC4C"
"Gemeni-3-Test\Cascading_Growth_Rebuttal.md","Gemeni-3-Test/Cascading_Growth_Rebuttal.md",".md","2863","11/20/2025 03:38:43","Gemeni-3-Test","F45166B41CC6B77DC0C09E5483759687FFF469A137F5A9F05505944DAA98B481"
"Gemeni-3-Test\Comparative_Analysis_of_Termination_Approach.md","Gemeni-3-Test/Comparative_Analysis_of_Termination_Approach.md",".md","4376","11/20/2025 02:18:04","Gemeni-3-Test","39C9EB207405068BAF7DAEFBFE9E42F179FD20EA3EAE6C491F5AA399863B2C24"
"Gemeni-3-Test\Comparative_Failure_Analysis.md","Gemeni-3-Test/Comparative_Failure_Analysis.md",".md","3812","11/20/2025 02:44:22","Gemeni-3-Test","39CB6251759E0854FCBF7F5347B7C0E337265E6CD5A8BD5241B81575076D569D"
"Gemeni-3-Test\Comprehensive_Termination_Analysis.md","Gemeni-3-Test/Comprehensive_Termination_Analysis.md",".md","7742","11/20/2025 01:37:52","Gemeni-3-Test","675604BF663F7AA41A3BAA1053E6E3DA8F4F547388D67EEA2589A223936E53DD"
"Gemeni-3-Test\Confirmation_of_Termination.md","Gemeni-3-Test/Confirmation_of_Termination.md",".md","3759","11/20/2025 01:35:05","Gemeni-3-Test","0120DF0D8FFA2B50039E80ABEE998776A2394DCDB1BA70F51D2E5E437713E07E"
"Gemeni-3-Test\Definition_of_Assignment.md","Gemeni-3-Test/Definition_of_Assignment.md",".md","1888","11/20/2025 02:21:26","Gemeni-3-Test","08819DCDAEDE22258E578E56BA7BD8215C1915324EE74A771783E12D8A1DFB36"
"Gemeni-3-Test\Detailed_Reasoning_Autopsy.md","Gemeni-3-Test/Detailed_Reasoning_Autopsy.md",".md","9072","11/20/2025 06:37:57","Gemeni-3-Test","E768D188C3C98B4623C1F3725ECB6B9577AE85C03EFAFF6337143409F0B9EEC6"
"Gemeni-3-Test\Failure_of_Internal_Proof.md","Gemeni-3-Test/Failure_of_Internal_Proof.md",".md","3360","11/20/2025 05:26:12","Gemeni-3-Test","6DECC60F2D1A5AAC1927432371AE9C5DCC56313D88CC90250A9E39F8F1451044"
"Gemeni-3-Test\Final_Autopsy_and_Analysis.md","Gemeni-3-Test/Final_Autopsy_and_Analysis.md",".md","9948","11/20/2025 06:47:05","Gemeni-3-Test","1C992FF8522C0C88DB25C24F9E9828666F39FCEB494810A2D3FDFC695FC420D9"
"Gemeni-3-Test\Foundational_Contradiction_Analysis.md","Gemeni-3-Test/Foundational_Contradiction_Analysis.md",".md","3789","11/20/2025 05:06:47","Gemeni-3-Test","206BD4F2DA4B2C8BB93806E6007356BD5F0D85BB265409094A967E32DAAC00B9"
"Gemeni-3-Test\FruitKernel.lean","Gemeni-3-Test/FruitKernel.lean",".lean","1481","11/01/2025 19:23:50","Gemeni-3-Test","F0AE741825F16CD470FFBB400DAE54449B72BCC4A7E5BEDC2FA155C68E733299"
"Gemeni-3-Test\FruitProof.lean","Gemeni-3-Test/FruitProof.lean",".lean","4950","11/20/2025 19:32:30","Gemeni-3-Test","EEF56BFC4FAF4BE55102ADB4618BDA7028D10CA237484A40F866F9CF3D6915DC"
"Gemeni-3-Test\Gemini_Reasoning_Analysis_Report.md","Gemeni-3-Test/Gemini_Reasoning_Analysis_Report.md",".md","6646","11/20/2025 06:27:25","Gemeni-3-Test","3AE43450264337D94D151D4768C726485FD69638D12FBC00386E417B401B19AE"
"Gemeni-3-Test\GPT-5-Pro-Analysis.md","Gemeni-3-Test/GPT-5-Pro-Analysis.md",".md","3994","11/20/2025 01:50:05","Gemeni-3-Test","157940AD9F9E8AE2EED86BE4903176FC270F8EB5CA8116BBEA76D7118B6137D2"
"Gemeni-3-Test\Incompleteness_Reverification.md","Gemeni-3-Test/Incompleteness_Reverification.md",".md","2222","11/20/2025 05:11:24","Gemeni-3-Test","D0F046D946B9FD220F6922A82F1C4A6E3AB7B0D8E8ABA3EEC4613C54799F96D6"
"Gemeni-3-Test\Independent_Turing_Test.md","Gemeni-3-Test/Independent_Turing_Test.md",".md","3241","11/20/2025 02:57:49","Gemeni-3-Test","4F9B5F5576242F498C76047989D9D52CA5EE4CA12A4893D460A7C6EDAE9B133F"
"Gemeni-3-Test\Meta_Layer_Circularity.md","Gemeni-3-Test/Meta_Layer_Circularity.md",".md","3346","11/20/2025 05:07:53","Gemeni-3-Test","E361654DD7AD7364FD9E847052453D453D5BB66CDAB9CC4A1F722D4819392D3C"
"Gemeni-3-Test\Meta_Logic_Evaluation.md","Gemeni-3-Test/Meta_Logic_Evaluation.md",".md","3234","11/20/2025 01:30:34","Gemeni-3-Test","871AA79AC4431C87A638E651E548F966E9BCF08CB376244BF592E9FBAF7FC780"
"Gemeni-3-Test\Operational_Completeness_Review_Report.md","Gemeni-3-Test/Operational_Completeness_Review_Report.md",".md","8708","11/20/2025 05:26:26","Gemeni-3-Test","52F3FCE74202ACF7B94FF1448A6710B03A30B124F3F8A9912FA091D990521D79"
"Gemeni-3-Test\quantum_visual_course.html","Gemeni-3-Test/quantum_visual_course.html",".html","11739","12/08/2025 05:15:09","Gemeni-3-Test","102D93FC4C67F837A330C55766668E441C36A9CB2F4F0EEA8A466FCD16B72FAE"
"Gemeni-3-Test\QUANTUM_WAVE_VISUAL_COURSE_DESIGN.md","Gemeni-3-Test/QUANTUM_WAVE_VISUAL_COURSE_DESIGN.md",".md","3974","12/08/2025 05:10:55","Gemeni-3-Test","2F6475D14AEF341C69755B801B1CF3871D053FB00F0270038E9D80A27E31C707"
"Gemeni-3-Test\Refutation_of_Godelian_Barrier.md","Gemeni-3-Test/Refutation_of_Godelian_Barrier.md",".md","3747","11/20/2025 03:20:23","Gemeni-3-Test","14A2BAD4F91B0FF65B0407B9995C15CD26FB97D49A9948BC49569F4638A3314D"
"Gemeni-3-Test\Strict_Contract_Evaluation.md","Gemeni-3-Test/Strict_Contract_Evaluation.md",".md","5829","11/20/2025 05:04:01","Gemeni-3-Test","EE3360E29FF797E372D5BD98781CEDF562F8F6167248EB6CE2DF798ED291AA93"
