"RelPath","FullName","Extension","SizeBytes","LastWriteTime","TopLevel","SHA256","Category","CategoryLabel","EvidenceType","Model","Date","TestType","FailureMode","FailureExplanation","Description","Relevance","ExtractPath","FullIncludePath","Notes","Status"
"MUST_Review\O3_Pro_Reversal_Analysis copy.md","C:\Users\Moses\OpComp\MUST_Review\O3_Pro_Reversal_Analysis copy.md",".md","4587","2025-10-29 22:02:05","O3_Pro_Reversal_Analysis copy.md","3C8AFE2A8BBA72572F0EFD5A4C9010705ED3392C8F7800DC902516896D055EC4","3","failed_attempts","analysis","","","","constraint_violation; inconsistency","Duplicate of FRV2-0605.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__O3_Pro_Reversal_Analysis__summary__001.md","","Duplicate of FRV2-0605.","duplicate"
"MUST_Review\O3_supplement.pdf","C:\Users\Moses\OpComp\MUST_Review\O3_supplement.pdf",".pdf","321612","2025-07-25 18:13:22","O3_supplement.pdf","C358CB5DFA1FFDDCD2D9479B34570B7D9EF9BA8927A86EB21E57EA9839198F0A","4","misc","pdf","","","","","PDF document; requires review for technical claims.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__O3_supplement__summary__001.md","","","complete"
"MUST_Review\O3_supplement copy.pdf","C:\Users\Moses\OpComp\MUST_Review\O3_supplement copy.pdf",".pdf","321612","2025-07-25 18:13:22","O3_supplement copy.pdf","C358CB5DFA1FFDDCD2D9479B34570B7D9EF9BA8927A86EB21E57EA9839198F0A","4","misc","pdf","","","","","Duplicate of FRV2-0609.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__O3_supplement__summary__001.md","","Duplicate of FRV2-0609.","duplicate"
"MUST_Review\o4_support.docx","C:\Users\Moses\OpComp\MUST_Review\o4_support.docx",".docx","169830","2025-08-18 07:39:47","o4_support.docx","6F9B872A650E02F578012A59F1131A545CB9779AFB5E3E042A553A50413DA7C9","5","misc","docx","","","glossary","","Duplicate of FRV2-0242.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__o4_support__analysis__001.md","","Duplicate of FRV2-0242.","duplicate"
"MUST_Review\OBJECTIVE_ANALYSIS_GUIDE.md","C:\Users\Moses\OpComp\MUST_Review\OBJECTIVE_ANALYSIS_GUIDE.md",".md","4677","2025-10-23 03:25:00","OBJECTIVE_ANALYSIS_GUIDE.md","093992C5248ABE68AECB9089741AE3AAF846BA9AFC4BCC4AF8DB6970F2DB2605","3","failed_attempts","analysis","","","","constraint_violation","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__OBJECTIVE_ANALYSIS_GUIDE__summary__001.md","","","complete"
"MUST_Review\OBJECTIVE_ANALYSIS_GUIDE copy.md","C:\Users\Moses\OpComp\MUST_Review\OBJECTIVE_ANALYSIS_GUIDE copy.md",".md","4677","2025-10-23 03:25:00","OBJECTIVE_ANALYSIS_GUIDE copy.md","093992C5248ABE68AECB9089741AE3AAF846BA9AFC4BCC4AF8DB6970F2DB2605","3","failed_attempts","analysis","","","","constraint_violation","Duplicate of FRV2-0612.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__OBJECTIVE_ANALYSIS_GUIDE__summary__001.md","","Duplicate of FRV2-0612.","duplicate"
"MUST_Review\Operational_Completeness.md","C:\Users\Moses\OpComp\MUST_Review\Operational_Completeness.md",".md","39084","2025-11-01 03:32:01","Operational_Completeness.md","79F33E0515E3D382F001E96E8E54B3B049A5FA322DEF5184F3188AEA8B4B8179","3","failed_attempts","analysis","","","","constraint_violation","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Operational_Completeness__summary__001.md","","","complete"
"MUST_Review\Operational_Incompleteness_Roadmap copy.md","C:\Users\Moses\OpComp\MUST_Review\Operational_Incompleteness_Roadmap copy.md",".md","2491","2025-08-18 19:40:34","Operational_Incompleteness_Roadmap copy.md","724BB3E79400B4512EBEF0AF2D5133E98AA99DEEA70B0B4354CACAD863B3DEFC","4","misc","roadmap","","","roadmap","","Duplicate of FRV2-0413.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Operational_Incompleteness_Roadmap__roadmap__001.md","","Duplicate of FRV2-0413.","duplicate"
"MUST_Review\Operational_Incompleteness_Roadmap.md","C:\Users\Moses\OpComp\MUST_Review\Operational_Incompleteness_Roadmap.md",".md","329","2025-08-18 21:03:25","Operational_Incompleteness_Roadmap.md","B87767D04079159DB8751BD80CBC95EC30A68855A65FF8912C77722C799D362A","4","misc","guide","","","","","Guidance or index document; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Operational_Incompleteness_Roadmap__summary__001.md","","","complete"
"MUST_Review\Operator Proceduralism Draft Paper (3).pdf","C:\Users\Moses\OpComp\MUST_Review\Operator Proceduralism Draft Paper (3).pdf",".pdf","122711","2025-08-11 06:22:12","Operator Proceduralism Draft Paper (3).pdf","73545EC9DF1FB5F8CED61A3599118BAB951D44F85E339D1AB04342E44C1A84DF","4","misc","pdf","","","","","PDF document; requires review for technical claims.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Operator_Proceduralism_Draft_Paper_3__summary__001.md","","","complete"
"MUST_Review\Operator Proceduralism Draft Paper (3) copy.pdf","C:\Users\Moses\OpComp\MUST_Review\Operator Proceduralism Draft Paper (3) copy.pdf",".pdf","122711","2025-08-11 06:22:12","Operator Proceduralism Draft Paper (3) copy.pdf","73545EC9DF1FB5F8CED61A3599118BAB951D44F85E339D1AB04342E44C1A84DF","4","misc","pdf","","","","","Duplicate of FRV2-0617.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Operator_Proceduralism_Draft_Paper_3__summary__001.md","","Duplicate of FRV2-0617.","duplicate"
"MUST_Review\Operator Trace Calculus.pdf","C:\Users\Moses\OpComp\MUST_Review\Operator Trace Calculus.pdf",".pdf","245120","2025-07-18 00:01:09","Operator Trace Calculus.pdf","26E5504206CBC2824302BF717705418EBD048B56E5DDF93ABF888CEF5BC1E145","4","misc","pdf","","","","","PDF document; requires review for technical claims.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Operator_Trace_Calculus__summary__001.md","","","complete"
"MUST_Review\Operator Trace Calculus copy.pdf","C:\Users\Moses\OpComp\MUST_Review\Operator Trace Calculus copy.pdf",".pdf","245120","2025-07-18 00:01:09","Operator Trace Calculus copy.pdf","26E5504206CBC2824302BF717705418EBD048B56E5DDF93ABF888CEF5BC1E145","4","misc","pdf","","","","","Duplicate of FRV2-0619.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Operator_Trace_Calculus__summary__001.md","","Duplicate of FRV2-0619.","duplicate"
"MUST_Review\OperatorKernelO6_Paper_Guide copy 2.md","C:\Users\Moses\OpComp\MUST_Review\OperatorKernelO6_Paper_Guide copy 2.md",".md","3670","2025-08-18 19:40:34","OperatorKernelO6_Paper_Guide copy 2.md","F6BAE586492FFB72D0BE8853571EB63332632C8407DAD74C05A7438FB9341F6F","4","misc","guide","","","","constraint_violation","Duplicate of FRV2-0415.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__OperatorKernelO6_Paper_Guide__summary__001.md","","Duplicate of FRV2-0415.","duplicate"
"MUST_Review\OperatorKernelO6_Paper_Guide copy.md","C:\Users\Moses\OpComp\MUST_Review\OperatorKernelO6_Paper_Guide copy.md",".md","3670","2025-08-18 19:40:34","OperatorKernelO6_Paper_Guide copy.md","F6BAE586492FFB72D0BE8853571EB63332632C8407DAD74C05A7438FB9341F6F","4","misc","guide","","","","constraint_violation","Duplicate of FRV2-0415.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__OperatorKernelO6_Paper_Guide__summary__001.md","","Duplicate of FRV2-0415.","duplicate"
"MUST_Review\OperatorKernelO6_Paper_Guide.md","C:\Users\Moses\OpComp\MUST_Review\OperatorKernelO6_Paper_Guide.md",".md","173","2025-08-18 21:03:25","OperatorKernelO6_Paper_Guide.md","FF6E02ABE8C9A8E47CACF99B03D03CF1ECBB3E835055174F047D185A551EEEFA","4","misc","guide","","","","","Guidance or index document; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__OperatorKernelO6_Paper_Guide__summary__001.md","","","complete"
"MUST_Review\OperatorKernelO6_Project_Bible.md","C:\Users\Moses\OpComp\MUST_Review\OperatorKernelO6_Project_Bible.md",".md","30593","2025-08-18 01:27:54","OperatorKernelO6_Project_Bible.md","83D86BB88D36BA67101E6ED2967BF47DAEAB2159E6F609B422FA5B71ADB97B47","3","failed_attempts","analysis","","","","constraint_violation","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__OperatorKernelO6_Project_Bible__summary__001.md","","","complete"
"MUST_Review\Operator_Proceduralism_Draft_Paper_(3).md","C:\Users\Moses\OpComp\MUST_Review\Operator_Proceduralism_Draft_Paper_(3).md",".md","35313","2025-11-02 08:45:32","Operator_Proceduralism_Draft_Paper_(3).md","ACB8AC81FD794E2F5D673030AACEC69B1BDF0E2AC6F2B535870F5860BDC2BB8A","4","misc","draft_paper","","","","","Duplicate of FRV2-0422.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Operator_Proceduralism_Draft_Paper_3__draft__001.md","","Duplicate of FRV2-0422.","duplicate"
"MUST_Review\opus_fails_consolidated copy.md","C:\Users\Moses\OpComp\MUST_Review\opus_fails_consolidated copy.md",".md","7487","2025-08-18 07:39:47","opus_fails_consolidated copy.md","38C92F6C16F10FE47E8D6B36CC302D91159C1EB8FE9FC63DD28F02C3E0B54BBB","3","failed_attempts","analysis","Opus","2025-08-14","consolidated_report","nondecreasing_measure; unsupported_inference","Duplicate of FRV2-0239.","Duplicate content.","High","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__opus_fails_consolidated__analysis__001.md","","Duplicate of FRV2-0239.","duplicate"
"MUST_Review\opus_fails_consolidated.md","C:\Users\Moses\OpComp\MUST_Review\opus_fails_consolidated.md",".md","7487","2025-08-18 07:39:47","opus_fails_consolidated.md","38C92F6C16F10FE47E8D6B36CC302D91159C1EB8FE9FC63DD28F02C3E0B54BBB","3","failed_attempts","analysis","Opus","2025-08-14","consolidated_report","nondecreasing_measure; unsupported_inference","Duplicate of FRV2-0239.","Duplicate content.","High","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__opus_fails_consolidated__analysis__001.md","","Duplicate of FRV2-0239.","duplicate"
"MUST_Review\ordinal-toolkit.md","C:\Users\Moses\OpComp\MUST_Review\ordinal-toolkit.md",".md","14487","2025-08-18 01:27:54","ordinal-toolkit.md","2B2DAA1E88DAA6750B39586236124DE6ACF7056085961F54622D53854F10E896","4","misc","analysis","","","","","Reference or planning document; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__ordinal_toolkit__summary__001.md","","","complete"
"MUST_Review\OTC Hand‑Off Blueprint.pdf","C:\Users\Moses\OpComp\MUST_Review\OTC Hand‑Off Blueprint.pdf",".pdf","633808","2025-08-11 06:22:12","OTC Hand‑Off Blueprint.pdf","E62C408F1D36AAF23D31E0BA54541C5F775525D15556FB58958AEE4361CA01EC","4","misc","guide","","","","","Guidance or index document; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__OTC_Hand_Off_Blueprint__summary__001.md","","","complete"
"MUST_Review\OTC Hand‑Off Blueprint copy.pdf","C:\Users\Moses\OpComp\MUST_Review\OTC Hand‑Off Blueprint copy.pdf",".pdf","633808","2025-08-11 06:22:12","OTC Hand‑Off Blueprint copy.pdf","E62C408F1D36AAF23D31E0BA54541C5F775525D15556FB58958AEE4361CA01EC","4","misc","guide","","","","","Duplicate of FRV2-0629.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__OTC_Hand_Off_Blueprint__summary__001.md","","Duplicate of FRV2-0629.","duplicate"
"MUST_Review\OTC_Draft.pdf","C:\Users\Moses\OpComp\MUST_Review\OTC_Draft.pdf",".pdf","343792","2025-08-11 06:22:12","OTC_Draft.pdf","20F6C617BC6348058EE12422925953DC80B239F7C53C0235795F2738279AA220","4","misc","pdf","","","","","PDF document; requires review for technical claims.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__OTC_Draft__summary__001.md","","","complete"
"MUST_Review\OTC_Draft copy.pdf","C:\Users\Moses\OpComp\MUST_Review\OTC_Draft copy.pdf",".pdf","343792","2025-08-11 06:22:12","OTC_Draft copy.pdf","20F6C617BC6348058EE12422925953DC80B239F7C53C0235795F2738279AA220","4","misc","pdf","","","","","Duplicate of FRV2-0631.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__OTC_Draft__summary__001.md","","Duplicate of FRV2-0631.","duplicate"
"MUST_Review\OTC_Draft.md","C:\Users\Moses\OpComp\MUST_Review\OTC_Draft.md",".md","36658","2025-11-02 08:45:32","OTC_Draft.md","B14B1B9B326F1D8FD904FE937A867E03019815016EB7299DD2C626611ACD3FC4","4","misc","draft_paper","","","","","Duplicate of FRV2-0420.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__OTC_Draft__draft__001.md","","Duplicate of FRV2-0420.","duplicate"
"MUST_Review\OTC_Hand_Off_Blueprint.md","C:\Users\Moses\OpComp\MUST_Review\OTC_Hand_Off_Blueprint.md",".md","92395","2025-11-02 08:45:32","OTC_Hand_Off_Blueprint.md","ADA8D7273DCA8E73638EFE69048CF13E3A86BD60E1EE607F0BE961AEBF1BD88D","4","misc","roadmap","","","handoff_plan","","Duplicate of FRV2-0421.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__OTC_Hand_Off_Blueprint__roadmap__001.md","","Duplicate of FRV2-0421.","duplicate"
"MUST_Review\paper_code_xref copy.md","C:\Users\Moses\OpComp\MUST_Review\paper_code_xref copy.md",".md","1788","2025-08-18 19:40:34","paper_code_xref copy.md","5A679C49AF695DB73ABC33672AE5B790346B2863A6CB58FED2F70912379506A8","3","failed_attempts","analysis","","","","constraint_violation","Duplicate of FRV2-0416.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__paper_code_xref__summary__001.md","","Duplicate of FRV2-0416.","duplicate"
"MUST_Review\paper_code_xref.md","C:\Users\Moses\OpComp\MUST_Review\paper_code_xref.md",".md","110","2025-08-18 19:40:34","paper_code_xref.md","3715693E50C4B40B4F37014F0D0200D268DD614F58DD7349AF27B3BFAB250856","4","misc","analysis","","","","","Reference or planning document; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__paper_code_xref__summary__001.md","","","complete"
"MUST_Review\Perplexity_Math_Chats.docx","C:\Users\Moses\OpComp\MUST_Review\Perplexity_Math_Chats.docx",".docx","80566","2025-11-16 22:35:54","Perplexity_Math_Chats.docx","8F9A3F738112C6C2E91AF428434B788AB49961FA8C5AF5518469D5D1DB81BD0D","1","transcripts","transcript","","","","unsupported_inference","Chat transcript documenting model behavior.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\01_transcripts\2026-01-29__Perplexity_Math_Chats__summary__001.md","","","complete"
"MUST_Review\Perplexity_Math_Chats copy.docx","C:\Users\Moses\OpComp\MUST_Review\Perplexity_Math_Chats copy.docx",".docx","80566","2025-11-16 22:35:54","Perplexity_Math_Chats copy.docx","8F9A3F738112C6C2E91AF428434B788AB49961FA8C5AF5518469D5D1DB81BD0D","1","transcripts","transcript","","","","unsupported_inference","Duplicate of FRV2-0637.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\01_transcripts\2026-01-29__Perplexity_Math_Chats__summary__001.md","","Duplicate of FRV2-0637.","duplicate"
"MUST_Review\PredictionRoadmap.md","C:\Users\Moses\OpComp\MUST_Review\PredictionRoadmap.md",".md","3930","2025-09-01 20:15:39","PredictionRoadmap.md","A09CA7BE586F398B22B22983C271EA7CA8743525BD388B1F2471E2E54865F48C","4","misc","roadmap","","","","","Duplicate of FRV2-0370.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__PredictionRoadmap__summary__001.md","","Duplicate of FRV2-0370.","duplicate"
"MUST_Review\problems.md","C:\Users\Moses\OpComp\MUST_Review\problems.md",".md","15311","2025-08-19 07:17:13","problems.md","B4FB3EF3D434E00A11F186F154548B71C28E4B66FC613A524088DCEDE089DC38","3","failed_attempts","analysis","","","","nonconvergence","Duplicate of FRV2-0371.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__problems__summary__001.md","","Duplicate of FRV2-0371.","duplicate"
"MUST_Review\PROGRESS_AND_FINDINGS.md","C:\Users\Moses\OpComp\MUST_Review\PROGRESS_AND_FINDINGS.md",".md","4510","2025-10-23 02:53:05","PROGRESS_AND_FINDINGS.md","5DC533959FF7E30B085EA49AB4A012F9D10B62EFEF5B3AA3B8CC9D6C43AC590B","3","failed_attempts","analysis","","","","constraint_violation","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__PROGRESS_AND_FINDINGS__summary__001.md","","","complete"
"MUST_Review\PROGRESS_AND_FINDINGS copy.md","C:\Users\Moses\OpComp\MUST_Review\PROGRESS_AND_FINDINGS copy.md",".md","4510","2025-10-23 02:53:05","PROGRESS_AND_FINDINGS copy.md","5DC533959FF7E30B085EA49AB4A012F9D10B62EFEF5B3AA3B8CC9D6C43AC590B","3","failed_attempts","analysis","","","","constraint_violation","Duplicate of FRV2-0641.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__PROGRESS_AND_FINDINGS__summary__001.md","","Duplicate of FRV2-0641.","duplicate"
"MUST_Review\PROJECT_LOG copy 2.md","C:\Users\Moses\OpComp\MUST_Review\PROJECT_LOG copy 2.md",".md","23805","2025-08-18 07:39:47","PROJECT_LOG copy 2.md","1D845A1E7188C4313DE16A69ABCCC5F7A17CD22D6D9BCABEB13BAD190E2A2854","3","failed_attempts","analysis","","","","constraint_violation; proof_obligation_stuck","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__PROJECT_LOG_copy_2__summary__001.md","","","complete"
"MUST_Review\PROJECT_LOG copy.md","C:\Users\Moses\OpComp\MUST_Review\PROJECT_LOG copy.md",".md","147624","2025-10-21 08:33:10","PROJECT_LOG copy.md","12834C613AB5C726D40A38AED6729FECB6914A50F94DE2958BAB46D8E8F5CBAB","5","misc","log","","","project_log","","Duplicate of FRV2-0187.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__PROJECT_LOG__summary__001.md","","Duplicate of FRV2-0187.","duplicate"
"MUST_Review\PROJECT_LOG.md","C:\Users\Moses\OpComp\MUST_Review\PROJECT_LOG.md",".md","147624","2025-10-21 08:33:10","PROJECT_LOG.md","12834C613AB5C726D40A38AED6729FECB6914A50F94DE2958BAB46D8E8F5CBAB","5","misc","log","","","project_log","","Duplicate of FRV2-0187.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__PROJECT_LOG__summary__001.md","","Duplicate of FRV2-0187.","duplicate"
"MUST_Review\Rahnama_KO7_margin_notes.md","C:\Users\Moses\OpComp\MUST_Review\Rahnama_KO7_margin_notes.md",".md","2202","2025-12-16 16:53:10","Rahnama_KO7_margin_notes.md","645E5634F9BE6B1DDA293C66A413E40A1EDD4CA18A5930B4EB9A553BB60911EC","4","misc","reference","","","","","Duplicate of FRV2-0372.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Rahnama_KO7_margin_notes__summary__001.md","","Duplicate of FRV2-0372.","duplicate"
"MUST_Review\Rahnama_KO7_tables_revised.md","C:\Users\Moses\OpComp\MUST_Review\Rahnama_KO7_tables_revised.md",".md","2239","2025-12-16 16:53:11","Rahnama_KO7_tables_revised.md","E8E2E171A5DA4ECC05E3010428EBE63967F592F0F72B9D0A9751B3A950561F44","4","misc","reference","","","","","Duplicate of FRV2-0373.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Rahnama_KO7_tables_revised__summary__001.md","","Duplicate of FRV2-0373.","duplicate"
"MUST_Review\rec_succ_Differential_Diagnostic.pdf","C:\Users\Moses\OpComp\MUST_Review\rec_succ_Differential_Diagnostic.pdf",".pdf","150702","2025-12-09 23:01:59","rec_succ_Differential_Diagnostic.pdf","751FB644682EAE1CF741DC7425B5BBDBD87627BB70DF089C50E78B03D6BF3743","3","failed_attempts","report","","","diagnostic_protocol","unsupported_inference","Proposes a diagnostic linking rec_succ self-reference to AI parameter prediction; speculative.","Claims AI cannot correctly choose its own sampling parameters due to self-reference.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__rec_succ_Differential_Diagnostic__report__deep__001.md","","","complete"
"MUST_Review\Relational_Order_and_NonTermination.md","C:\Users\Moses\OpComp\MUST_Review\Relational_Order_and_NonTermination.md",".md","5342","2025-11-26 02:23:57","Relational_Order_and_NonTermination.md","7C992EE27521788E7A8BA817E71452A2FD773A7E7A9E6E65E09106E5BB6C2061","3","failed_attempts","analysis","","","","constraint_violation","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Relational_Order_and_NonTermination__summary__001.md","","","complete"
"MUST_Review\Relational_Order_and_NonTermination copy.md","C:\Users\Moses\OpComp\MUST_Review\Relational_Order_and_NonTermination copy.md",".md","5342","2025-11-26 02:23:57","Relational_Order_and_NonTermination copy.md","7C992EE27521788E7A8BA817E71452A2FD773A7E7A9E6E65E09106E5BB6C2061","3","failed_attempts","analysis","","","","constraint_violation","Duplicate of FRV2-0649.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Relational_Order_and_NonTermination__summary__001.md","","Duplicate of FRV2-0649.","duplicate"
"MUST_Review\research copy.md","C:\Users\Moses\OpComp\MUST_Review\research copy.md",".md","111936","2025-08-19 04:16:43","research copy.md","C5B32A19D8B17C9EA4F89E7DDA9A03DB1DBEC8E23A56B0B5D197BDB852CF8250","3","failed_attempts","analysis","","","","constraint_violation","Duplicate of FRV2-0418.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__research__summary__001.md","","Duplicate of FRV2-0418.","duplicate"
"MUST_Review\Research.md","C:\Users\Moses\OpComp\MUST_Review\Research.md",".md","111936","2025-08-19 04:16:43","Research.md","C5B32A19D8B17C9EA4F89E7DDA9A03DB1DBEC8E23A56B0B5D197BDB852CF8250","3","failed_attempts","analysis","","","","constraint_violation","Duplicate of FRV2-0418.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__research__summary__001.md","","Duplicate of FRV2-0418.","duplicate"
"MUST_Review\roo_task_jan-20-2026_2-25-20-pm.md","C:\Users\Moses\OpComp\MUST_Review\roo_task_jan-20-2026_2-25-20-pm.md",".md","14084","2026-01-20 14:41:57","roo_task_jan-20-2026_2-25-20-pm.md","70F1A0732221BF2874552B08C946141A24705B5DD8571D1EDE76023CF96B7783","3","failed_attempts","analysis","","","","constraint_violation","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__roo_task_jan_20_2026_2_25_20_pm__summary__001.md","","","complete"
"MUST_Review\Session5__identifiers_skim.csv","C:\Users\Moses\OpComp\MUST_Review\Session5__identifiers_skim.csv",".csv","9702","2025-08-19 17:31:20","Session5__identifiers_skim.csv","F8E6F4F8B8E79B4778B57978BE15F80866C7F46D2D5F0B2D56D6D51FC2C43E0A","4","misc","log","","","","","Duplicate of FRV2-0375.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Session5_identifiers_skim__summary__001.md","","Duplicate of FRV2-0375.","duplicate"
"MUST_Review\SETUP_COMPLETE.md","C:\Users\Moses\OpComp\MUST_Review\SETUP_COMPLETE.md",".md","1603","2025-08-18 01:27:54","SETUP_COMPLETE.md","B1EAC32F8CBF8DEFAC0B87A26E079840C246CC0E535CB562CE4E4404024E8B19","3","failed_attempts","analysis","","","","constraint_violation","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__SETUP_COMPLETE__summary__001.md","","","complete"
